from_node_id,to_node_id,time_window,time_interval,travel_time_delta,capacity,cycle_length
31,97,0722:35_0722:48,-1,-1,6.47717,60
25,92,0722:35_0722:48,-1,-1,1.619292,60
25,93,0722:35_0722:48,-1,-1,6.47717,60
25,94,0722:35_0722:48,-1,-1,6.47717,60
45,98,0723:00_0723:03,-1,-1,1.619292,60
45,99,0723:03_0723:05,-1,-1,1.619292,60
45,100,0723:03_0723:05,-1,-1,1.619292,60
53,101,0723:00_0723:03,-1,-1,1.619292,60
53,102,0723:03_0723:05,-1,-1,1.619292,60
53,103,0723:03_0723:05,-1,-1,1.619292,60
31,95,0723:05_0723:18,-1,-1,1.709253,60
31,96,0723:05_0723:18,-1,-1,6.47717,60
31,97,0723:05_0723:18,-1,-1,6.47717,60
25,92,0723:05_0723:18,-1,-1,1.619292,60
25,93,0723:05_0723:18,-1,-1,6.47717,60
25,94,0723:05_0723:18,-1,-1,6.47717,60
45,98,0723:30_0723:33,-1,-1,1.619292,60
45,99,0723:33_0723:35,-1,-1,1.619292,60
45,100,0723:33_0723:35,-1,-1,1.619292,60
53,101,0723:30_0723:33,-1,-1,1.619292,60
53,102,0723:33_0723:35,-1,-1,1.619292,60
53,103,0723:33_0723:35,-1,-1,1.619292,60
31,95,0723:35_0723:48,-1,-1,1.709253,60
31,96,0723:35_0723:48,-1,-1,6.47717,60
31,97,0723:35_0723:48,-1,-1,6.47717,60
25,92,0723:35_0723:48,-1,-1,1.619292,60
25,93,0723:35_0723:48,-1,-1,6.47717,60
25,94,0723:35_0723:48,-1,-1,6.47717,60
45,98,0724:00_0724:03,-1,-1,1.619292,60
45,99,0724:03_0724:05,-1,-1,1.619292,60
45,100,0724:03_0724:05,-1,-1,1.619292,60
53,101,0724:00_0724:03,-1,-1,1.619292,60
53,102,0724:03_0724:05,-1,-1,1.619292,60
53,103,0724:03_0724:05,-1,-1,1.619292,60
31,95,0724:05_0724:18,-1,-1,1.709253,60
31,96,0724:05_0724:18,-1,-1,6.47717,60
31,97,0724:05_0724:18,-1,-1,6.47717,60
25,92,0724:05_0724:18,-1,-1,1.619292,60
25,93,0724:05_0724:18,-1,-1,6.47717,60
25,94,0724:05_0724:18,-1,-1,6.47717,60
45,98,0724:30_0724:33,-1,-1,1.619292,60
45,99,0724:33_0724:35,-1,-1,1.619292,60
45,100,0724:33_0724:35,-1,-1,1.619292,60
53,101,0724:30_0724:33,-1,-1,1.619292,60
53,102,0724:33_0724:35,-1,-1,1.619292,60
53,103,0724:33_0724:35,-1,-1,1.619292,60
31,95,0724:35_0724:48,-1,-1,1.709253,60
31,96,0724:35_0724:48,-1,-1,6.47717,60
31,97,0724:35_0724:48,-1,-1,6.47717,60
25,92,0724:35_0724:48,-1,-1,1.619292,60
25,93,0724:35_0724:48,-1,-1,6.47717,60
25,94,0724:35_0724:48,-1,-1,6.47717,60
45,98,0725:00_0725:03,-1,-1,1.619292,60
45,99,0725:03_0725:05,-1,-1,1.619292,60
45,100,0725:03_0725:05,-1,-1,1.619292,60
53,101,0725:00_0725:03,-1,-1,1.619292,60
53,102,0725:03_0725:05,-1,-1,1.619292,60
53,103,0725:03_0725:05,-1,-1,1.619292,60
31,95,0725:05_0725:18,-1,-1,1.709253,60
31,96,0725:05_0725:18,-1,-1,6.47717,60
31,97,0725:05_0725:18,-1,-1,6.47717,60
25,92,0725:05_0725:18,-1,-1,1.619292,60
25,93,0725:05_0725:18,-1,-1,6.47717,60
25,94,0725:05_0725:18,-1,-1,6.47717,60
45,98,0725:30_0725:33,-1,-1,1.619292,60
45,99,0725:33_0725:35,-1,-1,1.619292,60
45,100,0725:33_0725:35,-1,-1,1.619292,60
53,101,0725:30_0725:33,-1,-1,1.619292,60
53,102,0725:33_0725:35,-1,-1,1.619292,60
53,103,0725:33_0725:35,-1,-1,1.619292,60
31,95,0725:35_0725:48,-1,-1,1.709253,60
31,96,0725:35_0725:48,-1,-1,6.47717,60
31,97,0725:35_0725:48,-1,-1,6.47717,60
25,92,0725:35_0725:48,-1,-1,1.619292,60
25,93,0725:35_0725:48,-1,-1,6.47717,60
25,94,0725:35_0725:48,-1,-1,6.47717,60
45,98,0726:00_0726:03,-1,-1,1.619292,60
45,99,0726:03_0726:05,-1,-1,1.619292,60
45,100,0726:03_0726:05,-1,-1,1.619292,60
53,101,0726:00_0726:03,-1,-1,1.619292,60
53,102,0726:03_0726:05,-1,-1,1.619292,60
53,103,0726:03_0726:05,-1,-1,1.619292,60
31,95,0726:05_0726:18,-1,-1,1.709253,60
31,96,0726:05_0726:18,-1,-1,6.47717,60
31,97,0726:05_0726:18,-1,-1,6.47717,60
25,92,0726:05_0726:18,-1,-1,1.619292,60
25,93,0726:05_0726:18,-1,-1,6.47717,60
25,94,0726:05_0726:18,-1,-1,6.47717,60
45,98,0726:30_0726:33,-1,-1,1.619292,60
45,99,0726:33_0726:35,-1,-1,1.619292,60
45,100,0726:33_0726:35,-1,-1,1.619292,60
53,101,0726:30_0726:33,-1,-1,1.619292,60
53,102,0726:33_0726:35,-1,-1,1.619292,60
53,103,0726:33_0726:35,-1,-1,1.619292,60
31,95,0726:35_0726:48,-1,-1,1.709253,60
31,96,0726:35_0726:48,-1,-1,6.47717,60
31,97,0726:35_0726:48,-1,-1,6.47717,60
25,92,0726:35_0726:48,-1,-1,1.619292,60
25,93,0726:35_0726:48,-1,-1,6.47717,60
25,94,0726:35_0726:48,-1,-1,6.47717,60
45,98,0727:00_0727:03,-1,-1,1.619292,60
45,99,0727:03_0727:05,-1,-1,1.619292,60
45,100,0727:03_0727:05,-1,-1,1.619292,60
53,101,0727:00_0727:03,-1,-1,1.619292,60
53,102,0727:03_0727:05,-1,-1,1.619292,60
53,103,0727:03_0727:05,-1,-1,1.619292,60
31,95,0727:05_0727:18,-1,-1,1.709253,60
31,96,0727:05_0727:18,-1,-1,6.47717,60
31,97,0727:05_0727:18,-1,-1,6.47717,60
25,92,0727:05_0727:18,-1,-1,1.619292,60
25,93,0727:05_0727:18,-1,-1,6.47717,60
25,94,0727:05_0727:18,-1,-1,6.47717,60
45,98,0727:30_0727:33,-1,-1,1.619292,60
45,99,0727:33_0727:35,-1,-1,1.619292,60
45,100,0727:33_0727:35,-1,-1,1.619292,60
53,101,0727:30_0727:33,-1,-1,1.619292,60
53,102,0727:33_0727:35,-1,-1,1.619292,60
53,103,0727:33_0727:35,-1,-1,1.619292,60
31,95,0727:35_0727:48,-1,-1,1.709253,60
31,96,0727:35_0727:48,-1,-1,6.47717,60
31,97,0727:35_0727:48,-1,-1,6.47717,60
25,92,0727:35_0727:48,-1,-1,1.619292,60
25,93,0727:35_0727:48,-1,-1,6.47717,60
25,94,0727:35_0727:48,-1,-1,6.47717,60
45,98,0728:00_0728:03,-1,-1,1.619292,60
45,99,0728:03_0728:05,-1,-1,1.619292,60
45,100,0728:03_0728:05,-1,-1,1.619292,60
53,101,0728:00_0728:03,-1,-1,1.619292,60
53,102,0728:03_0728:05,-1,-1,1.619292,60
53,103,0728:03_0728:05,-1,-1,1.619292,60
31,95,0728:05_0728:18,-1,-1,1.709253,60
31,96,0728:05_0728:18,-1,-1,6.47717,60
31,97,0728:05_0728:18,-1,-1,6.47717,60
25,92,0728:05_0728:18,-1,-1,1.619292,60
25,93,0728:05_0728:18,-1,-1,6.47717,60
25,94,0728:05_0728:18,-1,-1,6.47717,60
45,98,0728:30_0728:33,-1,-1,1.619292,60
45,99,0728:33_0728:35,-1,-1,1.619292,60
45,100,0728:33_0728:35,-1,-1,1.619292,60
53,101,0728:30_0728:33,-1,-1,1.619292,60
53,102,0728:33_0728:35,-1,-1,1.619292,60
53,103,0728:33_0728:35,-1,-1,1.619292,60
31,95,0728:35_0728:48,-1,-1,1.709253,60
31,96,0728:35_0728:48,-1,-1,6.47717,60
31,97,0728:35_0728:48,-1,-1,6.47717,60
25,92,0728:35_0728:48,-1,-1,1.619292,60
25,93,0728:35_0728:48,-1,-1,6.47717,60
25,94,0728:35_0728:48,-1,-1,6.47717,60
45,98,0729:00_0729:03,-1,-1,1.619292,60
45,99,0729:03_0729:05,-1,-1,1.619292,60
45,100,0729:03_0729:05,-1,-1,1.619292,60
53,101,0729:00_0729:03,-1,-1,1.619292,60
53,102,0729:03_0729:05,-1,-1,1.619292,60
53,103,0729:03_0729:05,-1,-1,1.619292,60
31,95,0729:05_0729:18,-1,-1,1.709253,60
31,96,0729:05_0729:18,-1,-1,6.47717,60
31,97,0729:05_0729:18,-1,-1,6.47717,60
25,92,0729:05_0729:18,-1,-1,1.619292,60
25,93,0729:05_0729:18,-1,-1,6.47717,60
25,94,0729:05_0729:18,-1,-1,6.47717,60
45,98,0729:30_0729:33,-1,-1,1.619292,60
45,99,0729:33_0729:35,-1,-1,1.619292,60
45,100,0729:33_0729:35,-1,-1,1.619292,60
53,101,0729:30_0729:33,-1,-1,1.619292,60
53,102,0729:33_0729:35,-1,-1,1.619292,60
53,103,0729:33_0729:35,-1,-1,1.619292,60
31,95,0729:35_0729:48,-1,-1,1.709253,60
31,96,0729:35_0729:48,-1,-1,6.47717,60
31,97,0729:35_0729:48,-1,-1,6.47717,60
25,92,0729:35_0729:48,-1,-1,1.619292,60
25,93,0729:35_0729:48,-1,-1,6.47717,60
25,94,0729:35_0729:48,-1,-1,6.47717,60
45,98,0730:00_0730:03,-1,-1,1.619292,60
45,99,0730:03_0730:05,-1,-1,1.619292,60
45,100,0730:03_0730:05,-1,-1,1.619292,60
53,101,0730:00_0730:03,-1,-1,1.619292,60
53,102,0730:03_0730:05,-1,-1,1.619292,60
53,103,0730:03_0730:05,-1,-1,1.619292,60
31,95,0730:05_0730:18,-1,-1,1.709253,60
31,96,0730:05_0730:18,-1,-1,6.47717,60
31,97,0730:05_0730:18,-1,-1,6.47717,60
25,92,0730:05_0730:18,-1,-1,1.619292,60
25,93,0730:05_0730:18,-1,-1,6.47717,60
25,94,0730:05_0730:18,-1,-1,6.47717,60
45,98,0730:30_0730:33,-1,-1,1.619292,60
45,99,0730:33_0730:35,-1,-1,1.619292,60
45,100,0730:33_0730:35,-1,-1,1.619292,60
53,101,0730:30_0730:33,-1,-1,1.619292,60
53,102,0730:33_0730:35,-1,-1,1.619292,60
53,103,0730:33_0730:35,-1,-1,1.619292,60
31,95,0730:35_0730:48,-1,-1,1.709253,60
31,96,0730:35_0730:48,-1,-1,6.47717,60
31,97,0730:35_0730:48,-1,-1,6.47717,60
25,92,0730:35_0730:48,-1,-1,1.619292,60
25,93,0730:35_0730:48,-1,-1,6.47717,60
25,94,0730:35_0730:48,-1,-1,6.47717,60
45,98,0731:00_0731:03,-1,-1,1.619292,60
45,99,0731:03_0731:05,-1,-1,1.619292,60
45,100,0731:03_0731:05,-1,-1,1.619292,60
53,101,0731:00_0731:03,-1,-1,1.619292,60
53,102,0731:03_0731:05,-1,-1,1.619292,60
53,103,0731:03_0731:05,-1,-1,1.619292,60
31,95,0731:05_0731:18,-1,-1,1.709253,60
31,96,0731:05_0731:18,-1,-1,6.47717,60
31,97,0731:05_0731:18,-1,-1,6.47717,60
25,92,0731:05_0731:18,-1,-1,1.619292,60
25,93,0731:05_0731:18,-1,-1,6.47717,60
25,94,0731:05_0731:18,-1,-1,6.47717,60
45,98,0731:30_0731:33,-1,-1,1.619292,60
45,99,0731:33_0731:35,-1,-1,1.619292,60
45,100,0731:33_0731:35,-1,-1,1.619292,60
53,101,0731:30_0731:33,-1,-1,1.619292,60
53,102,0731:33_0731:35,-1,-1,1.619292,60
53,103,0731:33_0731:35,-1,-1,1.619292,60
31,95,0731:35_0731:48,-1,-1,1.709253,60
31,96,0731:35_0731:48,-1,-1,6.47717,60
31,97,0731:35_0731:48,-1,-1,6.47717,60
25,92,0731:35_0731:48,-1,-1,1.619292,60
25,93,0731:35_0731:48,-1,-1,6.47717,60
25,94,0731:35_0731:48,-1,-1,6.47717,60
45,98,0732:00_0732:03,-1,-1,1.619292,60
45,99,0732:03_0732:05,-1,-1,1.619292,60
45,100,0732:03_0732:05,-1,-1,1.619292,60
53,101,0732:00_0732:03,-1,-1,1.619292,60
53,102,0732:03_0732:05,-1,-1,1.619292,60
53,103,0732:03_0732:05,-1,-1,1.619292,60
31,95,0732:05_0732:18,-1,-1,1.709253,60
31,96,0732:05_0732:18,-1,-1,6.47717,60
31,97,0732:05_0732:18,-1,-1,6.47717,60
25,92,0732:05_0732:18,-1,-1,1.619292,60
25,93,0732:05_0732:18,-1,-1,6.47717,60
25,94,0732:05_0732:18,-1,-1,6.47717,60
45,98,0732:30_0732:33,-1,-1,1.619292,60
45,99,0732:33_0732:35,-1,-1,1.619292,60
45,100,0732:33_0732:35,-1,-1,1.619292,60
53,101,0732:30_0732:33,-1,-1,1.619292,60
53,102,0732:33_0732:35,-1,-1,1.619292,60
53,103,0732:33_0732:35,-1,-1,1.619292,60
31,95,0732:35_0732:48,-1,-1,1.709253,60
31,96,0732:35_0732:48,-1,-1,6.47717,60
31,97,0732:35_0732:48,-1,-1,6.47717,60
25,92,0732:35_0732:48,-1,-1,1.619292,60
25,93,0732:35_0732:48,-1,-1,6.47717,60
25,94,0732:35_0732:48,-1,-1,6.47717,60
45,98,0733:00_0733:03,-1,-1,1.619292,60
45,99,0733:03_0733:05,-1,-1,1.619292,60
45,100,0733:03_0733:05,-1,-1,1.619292,60
53,101,0733:00_0733:03,-1,-1,1.619292,60
53,102,0733:03_0733:05,-1,-1,1.619292,60
53,103,0733:03_0733:05,-1,-1,1.619292,60
31,95,0733:05_0733:18,-1,-1,1.709253,60
31,96,0733:05_0733:18,-1,-1,6.47717,60
31,97,0733:05_0733:18,-1,-1,6.47717,60
25,92,0733:05_0733:18,-1,-1,1.619292,60
25,93,0733:05_0733:18,-1,-1,6.47717,60
25,94,0733:05_0733:18,-1,-1,6.47717,60
45,98,0733:30_0733:33,-1,-1,1.619292,60
45,99,0733:33_0733:35,-1,-1,1.619292,60
45,100,0733:33_0733:35,-1,-1,1.619292,60
53,101,0733:30_0733:33,-1,-1,1.619292,60
53,102,0733:33_0733:35,-1,-1,1.619292,60
53,103,0733:33_0733:35,-1,-1,1.619292,60
31,95,0733:35_0733:48,-1,-1,1.709253,60
31,96,0733:35_0733:48,-1,-1,6.47717,60
31,97,0733:35_0733:48,-1,-1,6.47717,60
25,92,0733:35_0733:48,-1,-1,1.619292,60
25,93,0733:35_0733:48,-1,-1,6.47717,60
25,94,0733:35_0733:48,-1,-1,6.47717,60
45,98,0734:00_0734:03,-1,-1,1.619292,60
45,99,0734:03_0734:05,-1,-1,1.619292,60
45,100,0734:03_0734:05,-1,-1,1.619292,60
53,101,0734:00_0734:03,-1,-1,1.619292,60
53,102,0734:03_0734:05,-1,-1,1.619292,60
53,103,0734:03_0734:05,-1,-1,1.619292,60
31,95,0734:05_0734:18,-1,-1,1.709253,60
31,96,0734:05_0734:18,-1,-1,6.47717,60
31,97,0734:05_0734:18,-1,-1,6.47717,60
25,92,0734:05_0734:18,-1,-1,1.619292,60
25,93,0734:05_0734:18,-1,-1,6.47717,60
25,94,0734:05_0734:18,-1,-1,6.47717,60
45,98,0734:30_0734:33,-1,-1,1.619292,60
45,99,0734:33_0734:35,-1,-1,1.619292,60
45,100,0734:33_0734:35,-1,-1,1.619292,60
53,101,0734:30_0734:33,-1,-1,1.619292,60
53,102,0734:33_0734:35,-1,-1,1.619292,60
53,103,0734:33_0734:35,-1,-1,1.619292,60
31,95,0734:35_0734:48,-1,-1,1.709253,60
31,96,0734:35_0734:48,-1,-1,6.47717,60
31,97,0734:35_0734:48,-1,-1,6.47717,60
25,92,0734:35_0734:48,-1,-1,1.619292,60
25,93,0734:35_0734:48,-1,-1,6.47717,60
25,94,0734:35_0734:48,-1,-1,6.47717,60
45,98,0735:00_0735:03,-1,-1,1.619292,60
45,99,0735:03_0735:05,-1,-1,1.619292,60
45,100,0735:03_0735:05,-1,-1,1.619292,60
53,101,0735:00_0735:03,-1,-1,1.619292,60
53,102,0735:03_0735:05,-1,-1,1.619292,60
53,103,0735:03_0735:05,-1,-1,1.619292,60
31,95,0735:05_0735:18,-1,-1,1.709253,60
31,96,0735:05_0735:18,-1,-1,6.47717,60
31,97,0735:05_0735:18,-1,-1,6.47717,60
25,92,0735:05_0735:18,-1,-1,1.619292,60
25,93,0735:05_0735:18,-1,-1,6.47717,60
25,94,0735:05_0735:18,-1,-1,6.47717,60
45,98,0735:30_0735:33,-1,-1,1.619292,60
45,99,0735:33_0735:35,-1,-1,1.619292,60
45,100,0735:33_0735:35,-1,-1,1.619292,60
53,101,0735:30_0735:33,-1,-1,1.619292,60
53,102,0735:33_0735:35,-1,-1,1.619292,60
53,103,0735:33_0735:35,-1,-1,1.619292,60
31,95,0735:35_0735:48,-1,-1,1.709253,60
31,96,0735:35_0735:48,-1,-1,6.47717,60
31,97,0735:35_0735:48,-1,-1,6.47717,60
25,92,0735:35_0735:48,-1,-1,1.619292,60
25,93,0735:35_0735:48,-1,-1,6.47717,60
25,94,0735:35_0735:48,-1,-1,6.47717,60
45,98,0736:00_0736:03,-1,-1,1.619292,60
45,99,0736:03_0736:05,-1,-1,1.619292,60
45,100,0736:03_0736:05,-1,-1,1.619292,60
53,101,0736:00_0736:03,-1,-1,1.619292,60
53,102,0736:03_0736:05,-1,-1,1.619292,60
53,103,0736:03_0736:05,-1,-1,1.619292,60
31,95,0736:05_0736:18,-1,-1,1.709253,60
31,96,0736:05_0736:18,-1,-1,6.47717,60
31,97,0736:05_0736:18,-1,-1,6.47717,60
25,92,0736:05_0736:18,-1,-1,1.619292,60
25,93,0736:05_0736:18,-1,-1,6.47717,60
25,94,0736:05_0736:18,-1,-1,6.47717,60
45,98,0736:30_0736:33,-1,-1,1.619292,60
45,99,0736:33_0736:35,-1,-1,1.619292,60
45,100,0736:33_0736:35,-1,-1,1.619292,60
53,101,0736:30_0736:33,-1,-1,1.619292,60
53,102,0736:33_0736:35,-1,-1,1.619292,60
53,103,0736:33_0736:35,-1,-1,1.619292,60
31,95,0736:35_0736:48,-1,-1,1.709253,60
31,96,0736:35_0736:48,-1,-1,6.47717,60
31,97,0736:35_0736:48,-1,-1,6.47717,60
25,92,0736:35_0736:48,-1,-1,1.619292,60
25,93,0736:35_0736:48,-1,-1,6.47717,60
25,94,0736:35_0736:48,-1,-1,6.47717,60
45,98,0737:00_0737:03,-1,-1,1.619292,60
45,99,0737:03_0737:05,-1,-1,1.619292,60
45,100,0737:03_0737:05,-1,-1,1.619292,60
53,101,0737:00_0737:03,-1,-1,1.619292,60
53,102,0737:03_0737:05,-1,-1,1.619292,60
53,103,0737:03_0737:05,-1,-1,1.619292,60
31,95,0737:05_0737:18,-1,-1,1.709253,60
31,96,0737:05_0737:18,-1,-1,6.47717,60
31,97,0737:05_0737:18,-1,-1,6.47717,60
25,92,0737:05_0737:18,-1,-1,1.619292,60
25,93,0737:05_0737:18,-1,-1,6.47717,60
25,94,0737:05_0737:18,-1,-1,6.47717,60
45,98,0737:30_0737:33,-1,-1,1.619292,60
45,99,0737:33_0737:35,-1,-1,1.619292,60
45,100,0737:33_0737:35,-1,-1,1.619292,60
53,101,0737:30_0737:33,-1,-1,1.619292,60
53,102,0737:33_0737:35,-1,-1,1.619292,60
53,103,0737:33_0737:35,-1,-1,1.619292,60
31,95,0737:35_0737:48,-1,-1,1.709253,60
31,96,0737:35_0737:48,-1,-1,6.47717,60
31,97,0737:35_0737:48,-1,-1,6.47717,60
25,92,0737:35_0737:48,-1,-1,1.619292,60
25,93,0737:35_0737:48,-1,-1,6.47717,60
25,94,0737:35_0737:48,-1,-1,6.47717,60
45,98,0738:00_0738:03,-1,-1,1.619292,60
45,99,0738:03_0738:05,-1,-1,1.619292,60
45,100,0738:03_0738:05,-1,-1,1.619292,60
53,101,0738:00_0738:03,-1,-1,1.619292,60
53,102,0738:03_0738:05,-1,-1,1.619292,60
53,103,0738:03_0738:05,-1,-1,1.619292,60
31,95,0738:05_0738:18,-1,-1,1.709253,60
31,96,0738:05_0738:18,-1,-1,6.47717,60
31,97,0738:05_0738:18,-1,-1,6.47717,60
25,92,0738:05_0738:18,-1,-1,1.619292,60
25,93,0738:05_0738:18,-1,-1,6.47717,60
25,94,0738:05_0738:18,-1,-1,6.47717,60
45,98,0738:30_0738:33,-1,-1,1.619292,60
45,99,0738:33_0738:35,-1,-1,1.619292,60
45,100,0738:33_0738:35,-1,-1,1.619292,60
53,101,0738:30_0738:33,-1,-1,1.619292,60
53,102,0738:33_0738:35,-1,-1,1.619292,60
53,103,0738:33_0738:35,-1,-1,1.619292,60
31,95,0738:35_0738:48,-1,-1,1.709253,60
31,96,0738:35_0738:48,-1,-1,6.47717,60
31,97,0738:35_0738:48,-1,-1,6.47717,60
25,92,0738:35_0738:48,-1,-1,1.619292,60
25,93,0738:35_0738:48,-1,-1,6.47717,60
25,94,0738:35_0738:48,-1,-1,6.47717,60
45,98,0739:00_0739:03,-1,-1,1.619292,60
45,99,0739:03_0739:05,-1,-1,1.619292,60
45,100,0739:03_0739:05,-1,-1,1.619292,60
53,101,0739:00_0739:03,-1,-1,1.619292,60
53,102,0739:03_0739:05,-1,-1,1.619292,60
53,103,0739:03_0739:05,-1,-1,1.619292,60
31,95,0739:05_0739:18,-1,-1,1.709253,60
31,96,0739:05_0739:18,-1,-1,6.47717,60
31,97,0739:05_0739:18,-1,-1,6.47717,60
25,92,0739:05_0739:18,-1,-1,1.619292,60
25,93,0739:05_0739:18,-1,-1,6.47717,60
25,94,0739:05_0739:18,-1,-1,6.47717,60
45,98,0739:30_0739:33,-1,-1,1.619292,60
45,99,0739:33_0739:35,-1,-1,1.619292,60
45,100,0739:33_0739:35,-1,-1,1.619292,60
53,101,0739:30_0739:33,-1,-1,1.619292,60
53,102,0739:33_0739:35,-1,-1,1.619292,60
53,103,0739:33_0739:35,-1,-1,1.619292,60
31,95,0739:35_0739:48,-1,-1,1.709253,60
31,96,0739:35_0739:48,-1,-1,6.47717,60
31,97,0739:35_0739:48,-1,-1,6.47717,60
25,92,0739:35_0739:48,-1,-1,1.619292,60
25,93,0739:35_0739:48,-1,-1,6.47717,60
25,94,0739:35_0739:48,-1,-1,6.47717,60
45,98,0740:00_0740:03,-1,-1,1.619292,60
45,99,0740:03_0740:05,-1,-1,1.619292,60
45,100,0740:03_0740:05,-1,-1,1.619292,60
53,101,0740:00_0740:03,-1,-1,1.619292,60
53,102,0740:03_0740:05,-1,-1,1.619292,60
53,103,0740:03_0740:05,-1,-1,1.619292,60
31,95,0740:05_0740:18,-1,-1,1.709253,60
31,96,0740:05_0740:18,-1,-1,6.47717,60
31,97,0740:05_0740:18,-1,-1,6.47717,60
25,92,0740:05_0740:18,-1,-1,1.619292,60
25,93,0740:05_0740:18,-1,-1,6.47717,60
25,94,0740:05_0740:18,-1,-1,6.47717,60
45,98,0740:30_0740:33,-1,-1,1.619292,60
45,99,0740:33_0740:35,-1,-1,1.619292,60
45,100,0740:33_0740:35,-1,-1,1.619292,60
53,101,0740:30_0740:33,-1,-1,1.619292,60
53,102,0740:33_0740:35,-1,-1,1.619292,60
53,103,0740:33_0740:35,-1,-1,1.619292,60
31,95,0740:35_0740:48,-1,-1,1.709253,60
31,96,0740:35_0740:48,-1,-1,6.47717,60
31,97,0740:35_0740:48,-1,-1,6.47717,60
25,92,0740:35_0740:48,-1,-1,1.619292,60
25,93,0740:35_0740:48,-1,-1,6.47717,60
25,94,0740:35_0740:48,-1,-1,6.47717,60
45,98,0741:00_0741:03,-1,-1,1.619292,60
45,99,0741:03_0741:05,-1,-1,1.619292,60
45,100,0741:03_0741:05,-1,-1,1.619292,60
53,101,0741:00_0741:03,-1,-1,1.619292,60
53,102,0741:03_0741:05,-1,-1,1.619292,60
53,103,0741:03_0741:05,-1,-1,1.619292,60
31,95,0741:05_0741:18,-1,-1,1.709253,60
31,96,0741:05_0741:18,-1,-1,6.47717,60
31,97,0741:05_0741:18,-1,-1,6.47717,60
25,92,0741:05_0741:18,-1,-1,1.619292,60
25,93,0741:05_0741:18,-1,-1,6.47717,60
25,94,0741:05_0741:18,-1,-1,6.47717,60
45,98,0741:30_0741:33,-1,-1,1.619292,60
45,99,0741:33_0741:35,-1,-1,1.619292,60
45,100,0741:33_0741:35,-1,-1,1.619292,60
53,101,0741:30_0741:33,-1,-1,1.619292,60
53,102,0741:33_0741:35,-1,-1,1.619292,60
53,103,0741:33_0741:35,-1,-1,1.619292,60
31,95,0741:35_0741:48,-1,-1,1.709253,60
31,96,0741:35_0741:48,-1,-1,6.47717,60
31,97,0741:35_0741:48,-1,-1,6.47717,60
25,92,0741:35_0741:48,-1,-1,1.619292,60
25,93,0741:35_0741:48,-1,-1,6.47717,60
25,94,0741:35_0741:48,-1,-1,6.47717,60
45,98,0742:00_0742:03,-1,-1,1.619292,60
45,99,0742:03_0742:05,-1,-1,1.619292,60
45,100,0742:03_0742:05,-1,-1,1.619292,60
53,101,0742:00_0742:03,-1,-1,1.619292,60
53,102,0742:03_0742:05,-1,-1,1.619292,60
53,103,0742:03_0742:05,-1,-1,1.619292,60
31,95,0742:05_0742:18,-1,-1,1.709253,60
31,96,0742:05_0742:18,-1,-1,6.47717,60
31,97,0742:05_0742:18,-1,-1,6.47717,60
25,92,0742:05_0742:18,-1,-1,1.619292,60
25,93,0742:05_0742:18,-1,-1,6.47717,60
25,94,0742:05_0742:18,-1,-1,6.47717,60
45,98,0742:30_0742:33,-1,-1,1.619292,60
45,99,0742:33_0742:35,-1,-1,1.619292,60
45,100,0742:33_0742:35,-1,-1,1.619292,60
53,101,0742:30_0742:33,-1,-1,1.619292,60
53,102,0742:33_0742:35,-1,-1,1.619292,60
53,103,0742:33_0742:35,-1,-1,1.619292,60
31,95,0742:35_0742:48,-1,-1,1.709253,60
31,96,0742:35_0742:48,-1,-1,6.47717,60
31,97,0742:35_0742:48,-1,-1,6.47717,60
25,92,0742:35_0742:48,-1,-1,1.619292,60
25,93,0742:35_0742:48,-1,-1,6.47717,60
25,94,0742:35_0742:48,-1,-1,6.47717,60
45,98,0743:00_0743:03,-1,-1,1.619292,60
45,99,0743:03_0743:05,-1,-1,1.619292,60
45,100,0743:03_0743:05,-1,-1,1.619292,60
53,101,0743:00_0743:03,-1,-1,1.619292,60
53,102,0743:03_0743:05,-1,-1,1.619292,60
53,103,0743:03_0743:05,-1,-1,1.619292,60
31,95,0743:05_0743:18,-1,-1,1.709253,60
31,96,0743:05_0743:18,-1,-1,6.47717,60
31,97,0743:05_0743:18,-1,-1,6.47717,60
25,92,0743:05_0743:18,-1,-1,1.619292,60
25,93,0743:05_0743:18,-1,-1,6.47717,60
25,94,0743:05_0743:18,-1,-1,6.47717,60
45,98,0743:30_0743:33,-1,-1,1.619292,60
45,99,0743:33_0743:35,-1,-1,1.619292,60
45,100,0743:33_0743:35,-1,-1,1.619292,60
53,101,0743:30_0743:33,-1,-1,1.619292,60
53,102,0743:33_0743:35,-1,-1,1.619292,60
53,103,0743:33_0743:35,-1,-1,1.619292,60
31,95,0743:35_0743:48,-1,-1,1.709253,60
31,96,0743:35_0743:48,-1,-1,6.47717,60
31,97,0743:35_0743:48,-1,-1,6.47717,60
25,92,0743:35_0743:48,-1,-1,1.619292,60
25,93,0743:35_0743:48,-1,-1,6.47717,60
25,94,0743:35_0743:48,-1,-1,6.47717,60
45,98,0744:00_0744:03,-1,-1,1.619292,60
45,99,0744:03_0744:05,-1,-1,1.619292,60
45,100,0744:03_0744:05,-1,-1,1.619292,60
53,101,0744:00_0744:03,-1,-1,1.619292,60
53,102,0744:03_0744:05,-1,-1,1.619292,60
53,103,0744:03_0744:05,-1,-1,1.619292,60
31,95,0744:05_0744:18,-1,-1,1.709253,60
31,96,0744:05_0744:18,-1,-1,6.47717,60
31,97,0744:05_0744:18,-1,-1,6.47717,60
