agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
72,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:05;0707:05;0708:05;0734:45;0735:45;0736:47;0737:47;,426.08;427.08;428.08;454.75;455.75;456.80;457.80;,1.00;1.00;26.67;1.00;1.05;1.00;
73,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:09;0707:09;0708:09;0734:45;0735:45;0736:51;0737:51;,426.17;427.17;428.17;454.75;455.77;456.85;457.85;,1.00;1.00;26.58;1.02;1.08;1.00;
74,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:15;0707:15;0708:15;0735:45;0736:45;0737:45;0738:45;,426.25;427.25;428.25;455.75;456.75;457.75;458.75;,1.00;1.00;27.50;1.00;1.00;1.00;
75,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:20;0707:20;0708:20;0735:45;0736:45;0737:45;0738:45;,426.33;427.33;428.33;455.75;456.77;457.77;458.77;,1.00;1.00;27.42;1.02;1.00;1.00;
76,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:24;0707:24;0708:24;0736:40;0737:40;0738:40;0739:40;,426.42;427.42;428.42;456.68;457.68;458.68;459.68;,1.00;1.00;28.27;1.00;1.00;1.00;
77,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:30;0707:30;0708:30;0736:40;0737:42;0738:42;0739:42;,426.50;427.50;428.50;456.68;457.70;458.70;459.70;,1.00;1.00;28.18;1.02;1.00;1.00;
78,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:36;0707:36;0708:36;0737:13;0738:13;0739:15;0740:15;,426.60;427.60;428.60;457.22;458.22;459.25;460.25;,1.00;1.00;28.62;1.00;1.03;1.00;
79,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:40;0707:40;0708:40;0737:42;0738:42;0739:43;0740:43;,426.68;427.68;428.68;457.70;458.70;459.72;460.72;,1.00;1.00;29.02;1.00;1.02;1.00;
80,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:45;0707:45;0708:45;0738:08;0739:14;0740:15;0741:15;,426.77;427.77;428.77;458.15;459.23;460.25;461.25;,1.00;1.00;29.38;1.08;1.02;1.00;
81,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:51;0707:51;0708:51;0738:08;0739:35;0740:36;0741:36;,426.85;427.85;428.85;458.15;459.58;460.60;461.60;,1.00;1.00;29.30;1.43;1.02;1.00;
